seqname	sample	bp	cov	del	ins	indel	delRatio	insRatio	indelRatio	ReadNoDel	NoDelRatio
delreporter_original_BFP_PCR_pr870_pr875	BFP	534	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	535	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	536	1177	20	1	21	0.0169923534	0.0008496177	0.0178419711	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	537	1177	21	3	24	0.0178419711	0.002548853	0.0203908241	1156	0.9821580289
delreporter_original_BFP_PCR_pr870_pr875	BFP	538	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	539	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	540	1177	20	3	23	0.0169923534	0.002548853	0.0195412065	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	541	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	542	1177	21	1	22	0.0178419711	0.0008496177	0.0186915888	1156	0.9821580289
delreporter_original_BFP_PCR_pr870_pr875	BFP	543	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	544	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	545	1177	21	1	22	0.0178419711	0.0008496177	0.0186915888	1156	0.9821580289
delreporter_original_BFP_PCR_pr870_pr875	BFP	546	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	547	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	548	1177	43	8	51	0.0365335599	0.0067969414	0.0433305013	1134	0.9634664401
delreporter_original_BFP_PCR_pr870_pr875	BFP	549	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	550	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	551	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	552	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	553	1177	20	1	21	0.0169923534	0.0008496177	0.0178419711	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	554	1177	20	4	24	0.0169923534	0.0033984707	0.0203908241	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	555	1177	21	4	25	0.0178419711	0.0033984707	0.0212404418	1156	0.9821580289
delreporter_original_BFP_PCR_pr870_pr875	BFP	556	1177	20	1	21	0.0169923534	0.0008496177	0.0178419711	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	557	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	558	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	559	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	560	1177	20	5	25	0.0169923534	0.0042480884	0.0212404418	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	561	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	562	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	563	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	564	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	565	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	566	1177	20	1	21	0.0169923534	0.0008496177	0.0178419711	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	567	1177	22	2	24	0.0186915888	0.0016992353	0.0203908241	1155	0.9813084112
delreporter_original_BFP_PCR_pr870_pr875	BFP	568	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	569	1177	20	2	22	0.0169923534	0.0016992353	0.0186915888	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	570	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	571	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	572	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	573	1177	20	6	26	0.0169923534	0.005097706	0.0220900595	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	574	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	575	1177	20	1	21	0.0169923534	0.0008496177	0.0178419711	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	576	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	577	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	578	1177	16	1	17	0.0135938828	0.0008496177	0.0144435004	1161	0.9864061172
delreporter_original_BFP_PCR_pr870_pr875	BFP	579	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	580	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	581	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	582	1177	19	7	26	0.0161427358	0.0059473237	0.0220900595	1158	0.9838572642
delreporter_original_BFP_PCR_pr870_pr875	BFP	583	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	584	1177	15	1	16	0.0127442651	0.0008496177	0.0135938828	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	585	1177	15	2	17	0.0127442651	0.0016992353	0.0144435004	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	586	1177	15	2	17	0.0127442651	0.0016992353	0.0144435004	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	587	1177	16	0	16	0.0135938828	0	0.0135938828	1161	0.9864061172
delreporter_original_BFP_PCR_pr870_pr875	BFP	588	1177	20	2	22	0.0169923534	0.0016992353	0.0186915888	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	589	1177	20	0	20	0.0169923534	0	0.0169923534	1157	0.9830076466
delreporter_original_BFP_PCR_pr870_pr875	BFP	590	1177	15	1	16	0.0127442651	0.0008496177	0.0135938828	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	591	1177	16	0	16	0.0135938828	0	0.0135938828	1161	0.9864061172
delreporter_original_BFP_PCR_pr870_pr875	BFP	592	1177	15	1	16	0.0127442651	0.0008496177	0.0135938828	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	593	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	594	1177	15	2	17	0.0127442651	0.0016992353	0.0144435004	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	595	1177	16	2	18	0.0135938828	0.0016992353	0.0152931181	1161	0.9864061172
delreporter_original_BFP_PCR_pr870_pr875	BFP	596	1177	17	1	18	0.0144435004	0.0008496177	0.0152931181	1160	0.9855564996
delreporter_original_BFP_PCR_pr870_pr875	BFP	597	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	598	1177	15	2	17	0.0127442651	0.0016992353	0.0144435004	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	599	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	600	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	601	1177	15	1	16	0.0127442651	0.0008496177	0.0135938828	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	602	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	603	1177	18	0	18	0.0152931181	0	0.0152931181	1159	0.9847068819
delreporter_original_BFP_PCR_pr870_pr875	BFP	604	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	605	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	606	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	607	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	608	1177	15	1	16	0.0127442651	0.0008496177	0.0135938828	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	609	1177	15	16	31	0.0127442651	0.0135938828	0.0263381478	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	610	1177	15	0	15	0.0127442651	0	0.0127442651	1162	0.9872557349
delreporter_original_BFP_PCR_pr870_pr875	BFP	611	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	612	1178	15	3	18	0.0127334465	0.0025466893	0.0152801358	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	613	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	614	1178	15	1	16	0.0127334465	0.0008488964	0.013582343	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	615	1178	16	1	17	0.013582343	0.0008488964	0.0144312394	1162	0.986417657
delreporter_original_BFP_PCR_pr870_pr875	BFP	616	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	617	1178	15	1	16	0.0127334465	0.0008488964	0.013582343	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	618	1178	15	1	16	0.0127334465	0.0008488964	0.013582343	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	619	1178	15	2	17	0.0127334465	0.0016977929	0.0144312394	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	620	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	621	1178	15	5	20	0.0127334465	0.0042444822	0.0169779287	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	622	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	623	1178	16	1	17	0.013582343	0.0008488964	0.0144312394	1162	0.986417657
delreporter_original_BFP_PCR_pr870_pr875	BFP	624	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	625	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	626	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	627	1178	15	2	17	0.0127334465	0.0016977929	0.0144312394	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	628	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	629	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	630	1178	17	0	17	0.0144312394	0	0.0144312394	1161	0.9855687606
delreporter_original_BFP_PCR_pr870_pr875	BFP	631	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	632	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	633	1178	15	2	17	0.0127334465	0.0016977929	0.0144312394	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	634	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	635	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	636	1178	15	0	15	0.0127334465	0	0.0127334465	1163	0.9872665535
delreporter_original_BFP_PCR_pr870_pr875	BFP	637	1178	7	0	7	0.005942275	0	0.005942275	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	638	1178	7	1	8	0.005942275	0.0008488964	0.0067911715	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	639	1178	7	0	7	0.005942275	0	0.005942275	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	640	1178	7	0	7	0.005942275	0	0.005942275	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	641	1178	7	5	12	0.005942275	0.0042444822	0.0101867572	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	642	1178	7	0	7	0.005942275	0	0.005942275	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	643	1178	7	0	7	0.005942275	0	0.005942275	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	644	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	645	1178	8	8	16	0.0067911715	0.0067911715	0.013582343	1170	0.9932088285
delreporter_original_BFP_PCR_pr870_pr875	BFP	646	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	647	1178	6	1	7	0.0050933786	0.0008488964	0.005942275	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	648	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	649	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	650	1178	6	3	9	0.0050933786	0.0025466893	0.0076400679	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	651	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	652	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	653	1178	7	5	12	0.005942275	0.0042444822	0.0101867572	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	654	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	655	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	656	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	657	1178	8	1	9	0.0067911715	0.0008488964	0.0076400679	1170	0.9932088285
delreporter_original_BFP_PCR_pr870_pr875	BFP	658	1178	6	0	6	0.0050933786	0	0.0050933786	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	659	1178	6	1	7	0.0050933786	0.0008488964	0.005942275	1172	0.9949066214
delreporter_original_BFP_PCR_pr870_pr875	BFP	660	1178	7	3	10	0.005942275	0.0025466893	0.0084889643	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	661	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	662	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	663	1178	0	2	2	0	0.0016977929	0.0016977929	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	664	1178	0	2	2	0	0.0016977929	0.0016977929	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	665	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	666	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	667	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	668	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	669	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	670	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	671	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	672	1178	1	1	2	0.0008488964	0.0008488964	0.0016977929	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	673	1178	7	3	10	0.005942275	0.0025466893	0.0084889643	1171	0.994057725
delreporter_original_BFP_PCR_pr870_pr875	BFP	674	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	675	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	676	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	677	1178	0	3	3	0	0.0025466893	0.0025466893	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	678	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	679	1178	0	3	3	0	0.0025466893	0.0025466893	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	680	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	681	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	682	1178	0	3	3	0	0.0025466893	0.0025466893	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	683	1178	2	2	4	0.0016977929	0.0016977929	0.0033955857	1176	0.9983022071
delreporter_original_BFP_PCR_pr870_pr875	BFP	684	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	685	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	686	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	687	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	688	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	689	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	690	1178	4	3	7	0.0033955857	0.0025466893	0.005942275	1174	0.9966044143
delreporter_original_BFP_PCR_pr870_pr875	BFP	691	1178	1	1	2	0.0008488964	0.0008488964	0.0016977929	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	692	1178	1	2	3	0.0008488964	0.0016977929	0.0025466893	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	693	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	694	1178	52	7	59	0.0441426146	0.005942275	0.0500848896	1126	0.9558573854
delreporter_original_BFP_PCR_pr870_pr875	BFP	695	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	696	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	697	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	698	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	699	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	700	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	701	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	702	1178	1	1	2	0.0008488964	0.0008488964	0.0016977929	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	703	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	704	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	705	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	706	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	707	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	708	1178	2	1	3	0.0016977929	0.0008488964	0.0025466893	1176	0.9983022071
delreporter_original_BFP_PCR_pr870_pr875	BFP	709	1178	1	0	1	0.0008488964	0	0.0008488964	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	710	1178	11	8	19	0.0093378608	0.0067911715	0.0161290323	1167	0.9906621392
delreporter_original_BFP_PCR_pr870_pr875	BFP	711	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	712	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	713	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	714	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	715	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	716	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	717	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	718	1178	0	3	3	0	0.0025466893	0.0025466893	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	719	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	720	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	721	1178	0	2	2	0	0.0016977929	0.0016977929	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	722	1178	0	3	3	0	0.0025466893	0.0025466893	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	723	1178	12	5	17	0.0101867572	0.0042444822	0.0144312394	1166	0.9898132428
delreporter_original_BFP_PCR_pr870_pr875	BFP	724	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	725	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	726	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	727	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	728	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	729	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	730	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	731	1178	1	1	2	0.0008488964	0.0008488964	0.0016977929	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	732	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	733	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	734	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	735	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	736	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	737	1178	0	2	2	0	0.0016977929	0.0016977929	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	738	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	739	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	740	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	741	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	742	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	743	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	744	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	745	1178	5	6	11	0.0042444822	0.0050933786	0.0093378608	1173	0.9957555178
delreporter_original_BFP_PCR_pr870_pr875	BFP	746	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	747	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	748	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	749	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	750	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	751	1178	2	3	5	0.0016977929	0.0025466893	0.0042444822	1176	0.9983022071
delreporter_original_BFP_PCR_pr870_pr875	BFP	752	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	753	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	754	1178	1	0	1	0.0008488964	0	0.0008488964	1177	0.9991511036
delreporter_original_BFP_PCR_pr870_pr875	BFP	755	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	756	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	757	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	758	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	759	1178	0	0	0	0	0	0	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	760	1178	0	2	2	0	0.0016977929	0.0016977929	1178	1
delreporter_original_BFP_PCR_pr870_pr875	BFP	761	1178	0	1	1	0	0.0008488964	0.0008488964	1178	1
