group	group_name	start	end	width	names
403	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/147245/ccs	394	394	1	D
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	104	103	0	I
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	318	318	1	D
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	629	628	0	I
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	1244	1244	1	D
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	1324	1323	0	I
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	1609	1609	1	D
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	1825	1825	1	D
406	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148053/ccs	1890	1890	1	D
407	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148064/ccs	1904	1903	0	I
408	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148691/ccs	104	117	14	D
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	104	103	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	975	974	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	986	985	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1133	1132	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1269	1269	1	D
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1536	1535	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1593	1592	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1609	1608	0	I
409	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148721/ccs	1792	1792	1	D
410	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148955/ccs	28	28	1	D
410	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148955/ccs	104	103	0	I
410	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/148955/ccs	1787	1787	1	D
411	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149078/ccs	102	113	12	D
411	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149078/ccs	318	318	1	D
411	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149078/ccs	1182	1181	0	I
411	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149078/ccs	1846	1845	0	I
412	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149173/ccs	103	102	0	I
413	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149214/ccs	28	28	1	D
413	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149214/ccs	103	102	0	I
413	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149214/ccs	940	945	6	D
414	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149778/ccs	586	585	0	I
414	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149778/ccs	1100	1099	0	I
414	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149778/ccs	1350	1349	0	I
415	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149940/ccs	104	117	14	D
415	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/149940/ccs	289	289	1	D
416	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150098/ccs	104	103	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	104	117	14	D
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	128	127	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	448	447	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	456	456	1	D
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	520	519	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	631	630	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	701	700	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	884	883	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	984	983	0	I
417	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150156/ccs	1726	1725	0	I
418	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150216/ccs	104	103	0	I
419	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150395/ccs	103	102	0	I
419	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150395/ccs	940	945	6	D
419	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150395/ccs	1171	1170	0	I
420	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150834/ccs	358	357	0	I
420	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/150834/ccs	1145	1144	0	I
421	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151053/ccs	103	102	0	I
421	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151053/ccs	940	945	6	D
423	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151802/ccs	104	103	0	I
423	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151802/ccs	1184	1183	0	I
424	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151921/ccs	103	102	0	I
424	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/151921/ccs	940	945	6	D
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	104	103	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	153	152	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	241	240	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	255	254	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	318	318	1	D
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	475	475	1	D
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	575	574	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	771	770	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	793	792	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	1465	1464	0	I
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	1822	1822	1	D
425	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/152212/ccs	1865	1865	1	D
426	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153085/ccs	103	102	0	I
426	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153085/ccs	940	945	6	D
426	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153085/ccs	1306	1305	0	I
427	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153468/ccs	104	103	0	I
427	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153468/ccs	940	945	6	D
428	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153500/ccs	104	103	0	I
428	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153500/ccs	394	394	1	D
428	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153500/ccs	945	948	4	D
430	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153757/ccs	877	877	1	D
430	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153757/ccs	945	944	0	I
430	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153757/ccs	1069	1068	0	I
431	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153914/ccs	104	103	0	I
431	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153914/ccs	1810	1810	1	D
431	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/153914/ccs	1861	1861	1	D
432	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154168/ccs	106	106	1	D
432	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154168/ccs	113	115	3	D
432	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154168/ccs	289	289	1	D
432	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154168/ccs	1390	1390	1	D
432	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154168/ccs	1890	1890	1	D
433	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154268/ccs	103	102	0	I
433	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154268/ccs	1089	1088	0	I
434	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154855/ccs	160	159	0	I
434	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154855/ccs	190	190	1	D
434	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154855/ccs	962	961	0	I
434	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154855/ccs	1869	1868	0	I
434	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/154855/ccs	1884	1883	0	I
435	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155564/ccs	104	103	0	I
435	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155564/ccs	1747	1747	1	D
435	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155564/ccs	1890	1890	1	D
436	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155685/ccs	102	113	12	D
436	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155685/ccs	394	394	1	D
437	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155722/ccs	104	103	0	I
437	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155722/ccs	394	393	0	I
437	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155722/ccs	843	842	0	I
437	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155722/ccs	962	961	0	I
437	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155722/ccs	1661	1660	0	I
438	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/155892/ccs	104	103	0	I
439	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156266/ccs	104	103	0	I
439	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156266/ccs	940	945	6	D
439	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156266/ccs	1324	1324	1	D
440	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156284/ccs	946	947	2	D
440	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156284/ccs	962	962	1	D
441	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156448/ccs	104	116	13	D
441	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156448/ccs	939	945	7	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	15	14	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	223	223	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	254	253	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	296	295	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	358	358	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	520	520	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	607	607	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	956	956	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1130	1130	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1139	1139	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1194	1193	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1199	1198	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1201	1200	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1722	1721	0	I
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1776	1776	1	D
442	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/156624/ccs	1787	1786	0	I
443	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/157185/ccs	103	102	0	I
444	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/157515/ccs	103	102	0	I
444	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/157515/ccs	318	318	1	D
444	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/157515/ccs	875	875	1	D
444	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/157515/ccs	1609	1609	1	D
446	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/159966/ccs	104	103	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	104	105	2	D
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	830	829	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	839	838	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	853	852	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	855	854	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	862	861	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	873	872	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	876	875	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	885	884	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	890	889	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	897	896	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	902	901	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	913	912	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	916	915	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	927	926	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	940	939	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	949	948	0	I
448	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/160206/ccs	957	956	0	I
449	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/161548/ccs	104	117	14	D
449	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/161548/ccs	701	700	0	I
449	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/161548/ccs	1604	1603	0	I
451	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26070/ccs	104	103	0	I
451	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26070/ccs	1890	1890	1	D
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	104	105	2	D
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	830	829	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	839	838	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	853	852	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	855	854	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	862	861	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	873	872	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	876	875	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	885	884	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	890	889	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	897	896	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	902	901	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	913	912	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	916	915	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	927	926	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	940	939	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	949	948	0	I
453	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26440/ccs	957	956	0	I
454	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26594/ccs	586	586	1	D
454	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26594/ccs	1801	1801	1	D
454	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26594/ccs	1825	1825	1	D
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	104	103	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	176	176	1	D
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	425	424	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	818	817	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1229	1229	1	D
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1239	1238	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1289	1288	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1310	1309	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1565	1565	1	D
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1604	1603	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1653	1652	0	I
455	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/26758/ccs	1661	1660	0	I
457	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/27236/ccs	104	103	0	I
457	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/27236/ccs	940	945	6	D
458	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/27547/ccs	104	103	0	I
459	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28192/ccs	370	370	1	D
459	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28192/ccs	586	586	1	D
459	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28192/ccs	936	939	4	D
459	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28192/ccs	1089	1089	1	D
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	103	102	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	108	108	1	D
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	279	278	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	487	486	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	565	565	1	D
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	653	652	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	1454	1453	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	1552	1552	1	D
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	1695	1694	0	I
460	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28510/ccs	1890	1890	1	D
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	104	105	2	D
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	830	829	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	839	838	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	853	852	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	855	854	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	862	861	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	873	872	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	876	875	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	885	884	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	890	889	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	897	896	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	902	901	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	913	912	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	916	915	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	927	926	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	940	939	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	949	948	0	I
461	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28618/ccs	957	956	0	I
462	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28687/ccs	28	28	1	D
462	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28687/ccs	556	555	0	I
462	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28687/ccs	940	945	6	D
463	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28874/ccs	940	945	6	D
463	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28874/ccs	1045	1044	0	I
463	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/28874/ccs	1201	1200	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	104	105	2	D
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	830	829	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	839	838	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	853	852	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	855	854	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	862	861	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	873	872	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	876	875	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	885	884	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	890	889	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	897	896	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	902	901	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	913	912	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	916	915	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	927	926	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	940	939	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	949	948	0	I
464	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29060/ccs	957	956	0	I
465	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29107/ccs	241	240	0	I
465	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29107/ccs	1454	1453	0	I
466	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29600/ccs	250	250	1	D
466	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29600/ccs	940	945	6	D
466	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29600/ccs	1787	1787	1	D
466	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29600/ccs	1801	1801	1	D
466	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29600/ccs	1829	1829	1	D
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	104	103	0	I
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	266	265	0	I
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	289	289	1	D
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	689	689	1	D
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	852	852	1	D
467	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29892/ccs	940	945	6	D
468	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/29991/ccs	1201	1200	0	I
469	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/30259/ccs	93	93	1	D
469	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/30259/ccs	104	103	0	I
469	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/30259/ccs	940	945	6	D
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	607	607	1	D
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	768	767	0	I
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	852	851	0	I
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	860	859	0	I
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	865	864	0	I
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	940	945	6	D
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	1536	1536	1	D
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	1550	1549	0	I
471	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31074/ccs	1565	1564	0	I
472	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31239/ccs	103	102	0	I
472	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31239/ccs	860	859	0	I
474	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31774/ccs	274	273	0	I
474	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31774/ccs	940	945	6	D
474	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31774/ccs	1655	1654	0	I
474	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31774/ccs	1890	1890	1	D
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	460	460	1	D
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	573	572	0	I
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	838	837	0	I
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	1298	1297	0	I
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	1402	1401	0	I
475	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31834/ccs	1673	1673	1	D
476	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31865/ccs	586	586	1	D
476	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/31865/ccs	1825	1825	1	D
477	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32064/ccs	940	945	6	D
478	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32074/ccs	106	106	1	D
478	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32074/ccs	113	115	3	D
478	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32074/ccs	940	945	6	D
479	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32116/ccs	104	103	0	I
480	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/32806/ccs	104	103	0	I
481	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/33048/ccs	103	102	0	I
481	m180118_112736_42155_c101402132550000001823307603141895_s1_X0/33048/ccs	1007	1007	1	D
