group	group_name	start	end	width	names
100	NA	1	103	103	=
100	NA	104	103	0	I
100	NA	104	1923	1820	=
101	NA	1	27	27	=
101	NA	28	28	1	D
101	NA	29	44	16	=
101	NA	45	45	1	D
101	NA	46	237	192	=
101	NA	238	238	1	D
101	NA	239	288	50	=
101	NA	289	289	1	D
101	NA	290	406	117	=
101	NA	407	406	0	I
101	NA	407	519	113	=
101	NA	520	520	1	D
101	NA	521	572	52	=
101	NA	573	573	1	D
101	NA	574	591	18	=
101	NA	592	592	1	D
101	NA	593	810	218	=
101	NA	811	811	1	D
101	NA	812	938	127	=
101	NA	939	945	7	D
101	NA	946	1015	70	=
101	NA	1016	1016	1	D
101	NA	1017	1166	150	=
101	NA	1167	1167	1	D
101	NA	1168	1574	407	=
101	NA	1575	1575	1	D
101	NA	1576	1753	178	=
101	NA	1754	1754	1	D
101	NA	1755	1824	70	=
101	NA	1825	1825	1	D
101	NA	1826	1874	49	=
101	NA	1875	1875	1	D
101	NA	1876	1923	48	=
102	NA	1	103	103	=
102	NA	104	162	59	D
102	NA	163	841	679	=
102	NA	842	842	1	X
102	NA	843	844	2	=
102	NA	845	845	1	X
102	NA	846	846	1	=
102	NA	847	854	8	D
102	NA	855	856	2	=
102	NA	857	858	2	X
102	NA	859	861	3	=
102	NA	862	870	9	D
102	NA	871	871	1	X
102	NA	872	878	7	=
102	NA	879	880	2	X
102	NA	881	881	1	=
102	NA	882	883	2	X
102	NA	884	884	1	=
102	NA	885	884	0	I
102	NA	885	886	2	=
102	NA	887	887	1	X
102	NA	888	889	2	=
102	NA	890	893	4	D
102	NA	894	895	2	=
102	NA	896	896	1	X
102	NA	897	899	3	=
102	NA	900	899	0	I
102	NA	900	904	5	=
102	NA	905	905	1	D
102	NA	906	907	2	=
102	NA	908	910	3	X
102	NA	911	911	1	=
102	NA	912	915	4	D
102	NA	916	918	3	=
102	NA	919	918	0	I
102	NA	919	919	1	X
102	NA	920	923	4	=
102	NA	924	923	0	I
102	NA	924	926	3	=
102	NA	927	926	0	I
102	NA	927	930	4	=
102	NA	931	931	1	X
102	NA	932	932	1	=
102	NA	933	944	12	D
102	NA	945	1006	62	=
102	NA	1007	1007	1	D
102	NA	1008	1800	793	=
102	NA	1801	1801	1	D
102	NA	1802	1809	8	=
102	NA	1810	1810	1	D
102	NA	1811	1856	46	=
102	NA	1857	1858	2	D
102	NA	1859	1860	2	=
102	NA	1861	1861	1	X
102	NA	1862	1923	62	=
103	NA	1	393	393	=
103	NA	394	394	1	D
103	NA	395	935	541	=
103	NA	936	939	4	D
103	NA	940	1074	135	=
103	NA	1075	1075	1	D
103	NA	1076	1889	814	=
103	NA	1890	1890	1	D
103	NA	1891	1923	33	=
104	NA	1	305	305	=
104	NA	306	306	1	D
104	NA	307	883	577	=
104	NA	884	884	1	D
104	NA	885	938	54	=
104	NA	939	945	7	D
104	NA	946	967	22	=
104	NA	968	969	2	D
104	NA	970	1069	100	=
104	NA	1070	1069	0	I
104	NA	1070	1171	102	=
104	NA	1172	1172	1	X
104	NA	1173	1173	1	=
104	NA	1174	1173	0	I
104	NA	1174	1360	187	=
104	NA	1361	1361	1	X
104	NA	1362	1438	77	=
104	NA	1439	1438	0	I
104	NA	1439	1746	308	=
104	NA	1747	1747	1	D
104	NA	1748	1809	62	=
104	NA	1810	1810	1	D
104	NA	1811	1923	113	=
105	NA	1	399	399	=
105	NA	400	399	0	I
105	NA	400	1278	879	=
105	NA	1279	1278	0	I
105	NA	1279	1345	67	=
105	NA	1346	1345	0	I
105	NA	1346	1380	35	=
105	NA	1381	1380	0	I
105	NA	1381	1506	126	=
105	NA	1507	1506	0	I
105	NA	1507	1923	417	=
106	NA	1	27	27	=
106	NA	28	28	1	D
106	NA	29	1923	1895	=
107	NA	1	58	58	=
107	NA	59	58	0	I
107	NA	59	103	45	=
107	NA	104	103	0	I
107	NA	104	317	214	=
107	NA	318	318	1	D
107	NA	319	519	201	=
107	NA	520	520	1	D
107	NA	521	717	197	=
107	NA	718	717	0	I
107	NA	718	939	222	=
107	NA	940	945	6	D
107	NA	946	1138	193	=
107	NA	1139	1138	0	I
107	NA	1139	1228	90	=
107	NA	1229	1228	0	I
107	NA	1229	1253	25	=
107	NA	1254	1253	0	I
107	NA	1254	1381	128	=
107	NA	1382	1381	0	I
107	NA	1382	1407	26	=
107	NA	1408	1408	1	D
107	NA	1409	1582	174	=
107	NA	1583	1582	0	I
107	NA	1583	1608	26	=
107	NA	1609	1609	1	D
107	NA	1610	1819	210	=
107	NA	1820	1819	0	I
107	NA	1820	1824	5	=
107	NA	1825	1825	1	D
107	NA	1826	1908	83	=
107	NA	1909	1909	1	D
107	NA	1910	1915	6	=
107	NA	1916	1915	0	I
107	NA	1916	1923	8	=
108	NA	1	1923	1923	=
109	NA	1	102	102	=
109	NA	103	102	0	I
109	NA	103	1923	1821	=
110	NA	1	103	103	=
110	NA	104	103	0	I
110	NA	104	945	842	=
110	NA	946	945	0	I
110	NA	946	1300	355	=
110	NA	1301	1300	0	I
110	NA	1301	1923	623	=
111	NA	1	163	163	=
111	NA	164	163	0	I
111	NA	164	302	139	=
111	NA	303	302	0	I
111	NA	303	444	142	=
111	NA	445	444	0	I
111	NA	445	606	162	=
111	NA	607	607	1	D
111	NA	608	1331	724	=
111	NA	1332	1331	0	I
111	NA	1332	1535	204	=
111	NA	1536	1536	1	D
111	NA	1537	1652	116	=
111	NA	1653	1652	0	I
111	NA	1653	1923	271	=
112	NA	1	103	103	=
112	NA	104	103	0	I
112	NA	104	317	214	=
112	NA	318	318	1	D
112	NA	319	876	558	=
112	NA	877	877	1	D
112	NA	878	1439	562	=
112	NA	1440	1440	1	D
112	NA	1441	1824	384	=
112	NA	1825	1825	1	D
112	NA	1826	1923	98	=
113	NA	1	1923	1923	=
114	NA	1	27	27	=
114	NA	28	28	1	D
114	NA	29	585	557	=
114	NA	586	586	1	D
114	NA	587	1923	1337	=
115	NA	1	1323	1323	=
115	NA	1324	1324	1	D
115	NA	1325	1923	599	=
116	NA	1	101	101	=
116	NA	102	113	12	D
116	NA	114	1923	1810	=
117	NA	1	103	103	=
117	NA	104	103	0	I
117	NA	104	115	12	=
117	NA	116	117	2	D
117	NA	118	547	430	=
117	NA	548	548	1	D
117	NA	549	1159	611	=
117	NA	1160	1159	0	I
117	NA	1160	1170	11	=
117	NA	1171	1171	1	D
117	NA	1172	1323	152	=
117	NA	1324	1324	1	D
117	NA	1325	1660	336	=
117	NA	1661	1661	1	D
117	NA	1662	1786	125	=
117	NA	1787	1787	1	D
117	NA	1788	1923	136	=
118	NA	1	138	138	=
118	NA	139	138	0	I
118	NA	139	1243	1105	=
118	NA	1244	1244	1	D
118	NA	1245	1864	620	=
118	NA	1865	1865	1	D
118	NA	1866	1923	58	=
119	NA	1	25	25	=
119	NA	26	143	118	D
119	NA	144	938	795	=
119	NA	939	949	11	D
119	NA	950	1923	974	=
120	NA	1	103	103	=
120	NA	104	103	0	I
120	NA	104	185	82	=
120	NA	186	185	0	I
120	NA	186	453	268	=
120	NA	454	453	0	I
120	NA	454	531	78	=
120	NA	532	531	0	I
120	NA	532	711	180	=
120	NA	712	711	0	I
120	NA	712	750	39	=
120	NA	751	750	0	I
120	NA	751	939	189	=
120	NA	940	945	6	D
120	NA	946	1150	205	=
120	NA	1151	1150	0	I
120	NA	1151	1200	50	=
120	NA	1201	1201	1	D
120	NA	1202	1482	281	=
120	NA	1483	1482	0	I
120	NA	1483	1889	407	=
120	NA	1890	1889	0	I
120	NA	1890	1923	34	=
121	NA	1	103	103	=
121	NA	104	103	0	I
121	NA	104	1889	1786	=
121	NA	1890	1890	1	D
121	NA	1891	1923	33	=
122	NA	1	102	102	=
122	NA	103	102	0	I
122	NA	103	1923	1821	=
123	NA	1	101	101	=
123	NA	102	113	12	D
123	NA	114	1923	1810	=
124	NA	1	1742	1742	=
124	NA	1743	1742	0	I
124	NA	1743	1923	181	=
125	NA	1	393	393	=
125	NA	394	394	1	D
125	NA	395	585	191	=
125	NA	586	586	1	D
125	NA	587	939	353	=
125	NA	940	945	6	D
125	NA	946	1923	978	=
126	NA	1	172	172	=
126	NA	173	172	0	I
126	NA	173	424	252	=
126	NA	425	425	1	D
126	NA	426	544	119	=
126	NA	545	545	1	D
126	NA	546	599	54	=
126	NA	600	599	0	I
126	NA	600	649	50	=
126	NA	650	649	0	I
126	NA	650	1753	1104	=
126	NA	1754	1753	0	I
126	NA	1754	1923	170	=
127	NA	1	424	424	=
127	NA	425	424	0	I
127	NA	425	1535	1111	=
127	NA	1536	1536	1	D
127	NA	1537	1809	273	=
127	NA	1810	1810	1	D
127	NA	1811	1923	113	=
128	NA	1	1923	1923	=
129	NA	1	103	103	=
129	NA	104	117	14	D
129	NA	118	391	274	=
129	NA	392	392	1	D
129	NA	393	1923	1531	=
130	NA	1	107	107	=
130	NA	108	108	1	D
130	NA	109	134	26	=
130	NA	135	134	0	I
130	NA	135	317	183	=
130	NA	318	318	1	D
130	NA	319	555	237	=
130	NA	556	555	0	I
130	NA	556	755	200	=
130	NA	756	755	0	I
130	NA	756	1002	247	=
130	NA	1003	1002	0	I
130	NA	1003	1006	4	=
130	NA	1007	1006	0	I
130	NA	1007	1200	194	=
130	NA	1201	1200	0	I
130	NA	1201	1439	239	=
130	NA	1440	1440	1	D
130	NA	1441	1736	296	=
130	NA	1737	1737	1	D
130	NA	1738	1745	8	=
130	NA	1746	1745	0	I
130	NA	1746	1770	25	=
130	NA	1771	1771	1	D
130	NA	1772	1923	152	=
131	NA	1	222	222	=
131	NA	223	223	1	D
131	NA	224	325	102	=
131	NA	326	325	0	I
131	NA	326	560	235	=
131	NA	561	561	1	D
131	NA	562	1608	1047	=
131	NA	1609	1609	1	D
131	NA	1610	1889	280	=
131	NA	1890	1890	1	D
131	NA	1891	1923	33	=
132	NA	1	103	103	=
132	NA	104	103	0	I
132	NA	104	707	604	=
132	NA	708	708	1	D
132	NA	709	942	234	=
132	NA	943	944	2	D
132	NA	945	1770	826	=
132	NA	1771	1771	1	D
132	NA	1772	1889	118	=
132	NA	1890	1890	1	D
132	NA	1891	1923	33	=
133	NA	1	1923	1923	=
134	NA	1	1923	1923	=
135	NA	1	939	939	=
135	NA	940	945	6	D
135	NA	946	1923	978	=
136	NA	1	27	27	=
136	NA	28	28	1	D
136	NA	29	103	75	=
136	NA	104	103	0	I
136	NA	104	193	90	=
136	NA	194	193	0	I
136	NA	194	301	108	=
136	NA	302	301	0	I
136	NA	302	700	399	=
136	NA	701	701	1	D
136	NA	702	837	136	=
136	NA	838	838	1	D
136	NA	839	1011	173	=
136	NA	1012	1012	1	D
136	NA	1013	1161	149	=
136	NA	1162	1161	0	I
136	NA	1162	1923	762	=
137	NA	1	103	103	=
137	NA	104	103	0	I
137	NA	104	585	482	=
137	NA	586	586	1	D
137	NA	587	945	359	=
137	NA	946	946	1	D
137	NA	947	1923	977	=
138	NA	1	102	102	=
138	NA	103	102	0	I
138	NA	103	317	215	=
138	NA	318	318	1	D
138	NA	319	876	558	=
138	NA	877	877	1	D
138	NA	878	939	62	=
138	NA	940	945	6	D
138	NA	946	1200	255	=
138	NA	1201	1200	0	I
138	NA	1201	1922	722	=
139	NA	1	103	103	=
139	NA	104	117	14	D
139	NA	118	1922	1805	=
139	NA	1923	1923	1	X
139	NA	1924	1923	0	S
140	NA	1	103	103	=
140	NA	104	103	0	I
140	NA	104	939	836	=
140	NA	940	945	6	D
140	NA	946	1923	978	=
141	NA	1	871	871	=
141	NA	872	872	1	D
141	NA	873	962	90	=
141	NA	963	965	3	X
141	NA	966	967	2	=
141	NA	968	970	3	X
141	NA	971	1923	953	=
142	NA	1	103	103	=
142	NA	104	105	2	D
142	NA	106	829	724	=
142	NA	830	829	0	I
142	NA	830	832	3	=
142	NA	833	833	1	X
142	NA	834	834	1	=
142	NA	835	836	2	X
142	NA	837	838	2	=
142	NA	839	838	0	I
142	NA	839	840	2	=
142	NA	841	843	3	X
142	NA	844	845	2	=
142	NA	846	846	1	X
142	NA	847	848	2	=
142	NA	849	850	2	X
142	NA	851	852	2	=
142	NA	853	852	0	I
142	NA	853	854	2	=
142	NA	855	854	0	I
142	NA	855	856	2	=
142	NA	857	859	3	X
142	NA	860	861	2	=
142	NA	862	861	0	I
142	NA	862	864	3	=
142	NA	865	866	2	X
142	NA	867	867	1	=
142	NA	868	870	3	X
142	NA	871	872	2	=
142	NA	873	872	0	I
142	NA	873	875	3	=
142	NA	876	875	0	I
142	NA	876	876	1	=
142	NA	877	877	1	X
142	NA	878	880	3	=
142	NA	881	881	1	X
142	NA	882	884	3	=
142	NA	885	884	0	I
142	NA	885	885	1	=
142	NA	886	886	1	X
142	NA	887	889	3	=
142	NA	890	889	0	I
142	NA	890	890	1	=
142	NA	891	892	2	X
142	NA	893	896	4	=
142	NA	897	896	0	I
142	NA	897	898	2	=
142	NA	899	899	1	X
142	NA	900	901	2	=
142	NA	902	901	0	I
142	NA	902	907	6	=
142	NA	908	909	2	X
142	NA	910	912	3	=
142	NA	913	912	0	I
142	NA	913	915	3	=
142	NA	916	915	0	I
142	NA	916	916	1	X
142	NA	917	918	2	=
142	NA	919	921	3	X
142	NA	922	922	1	=
142	NA	923	924	2	X
142	NA	925	926	2	=
142	NA	927	926	0	I
142	NA	927	929	3	=
142	NA	930	930	1	X
142	NA	931	931	1	=
142	NA	932	934	3	X
142	NA	935	936	2	=
142	NA	937	937	1	X
142	NA	938	939	2	=
142	NA	940	939	0	I
142	NA	940	942	3	=
142	NA	943	946	4	X
142	NA	947	948	2	=
142	NA	949	948	0	I
142	NA	949	949	1	X
142	NA	950	952	3	=
142	NA	953	953	1	X
142	NA	954	956	3	=
142	NA	957	956	0	I
142	NA	957	959	3	=
142	NA	960	960	1	X
143	NA	1	102	102	=
143	NA	103	102	0	I
143	NA	103	939	837	=
143	NA	940	945	6	D
143	NA	946	1923	978	=
144	NA	1	103	103	=
144	NA	104	103	0	I
144	NA	104	945	842	=
144	NA	946	946	1	D
144	NA	947	962	16	=
144	NA	963	965	3	X
144	NA	966	967	2	=
144	NA	968	968	1	D
144	NA	969	970	2	X
144	NA	971	1923	953	=
145	NA	1	103	103	=
145	NA	104	103	0	I
145	NA	104	1923	1820	=
146	NA	1	939	939	=
146	NA	940	945	6	D
146	NA	946	987	42	=
146	NA	988	987	0	I
146	NA	988	1923	936	=
147	NA	1	103	103	=
147	NA	104	117	14	D
147	NA	118	724	607	=
147	NA	725	724	0	I
147	NA	725	733	9	=
147	NA	734	733	0	I
147	NA	734	773	40	=
147	NA	774	773	0	I
147	NA	774	1219	446	=
147	NA	1220	1219	0	I
147	NA	1220	1709	490	=
147	NA	1710	1709	0	I
147	NA	1710	1923	214	=
148	NA	1	102	102	=
148	NA	103	102	0	I
148	NA	103	282	180	=
148	NA	283	283	1	D
148	NA	284	305	22	=
148	NA	306	306	1	D
148	NA	307	393	87	=
148	NA	394	394	1	D
148	NA	395	931	537	=
148	NA	932	931	0	I
148	NA	932	939	8	=
148	NA	940	945	6	D
148	NA	946	961	16	=
148	NA	962	962	1	D
148	NA	963	1011	49	=
148	NA	1012	1012	1	D
148	NA	1013	1080	68	=
148	NA	1081	1080	0	I
148	NA	1081	1144	64	=
148	NA	1145	1145	1	D
148	NA	1146	1235	90	=
148	NA	1236	1235	0	I
148	NA	1236	1247	12	=
148	NA	1248	1248	1	D
148	NA	1249	1276	28	=
148	NA	1277	1277	1	D
148	NA	1278	1336	59	=
148	NA	1337	1336	0	I
148	NA	1337	1428	92	=
148	NA	1429	1428	0	I
148	NA	1429	1627	199	=
148	NA	1628	1627	0	I
148	NA	1628	1852	225	=
148	NA	1853	1852	0	I
148	NA	1853	1923	71	=
149	NA	1	103	103	=
149	NA	104	103	0	I
149	NA	104	939	836	=
149	NA	940	945	6	D
149	NA	946	1923	978	=
150	NA	1	102	102	=
150	NA	103	102	0	I
150	NA	103	1006	904	=
150	NA	1007	1007	1	D
150	NA	1008	1291	284	=
150	NA	1292	1291	0	I
150	NA	1292	1462	171	=
150	NA	1463	1462	0	I
150	NA	1463	1690	228	=
150	NA	1691	1691	1	D
150	NA	1692	1765	74	=
150	NA	1766	1765	0	I
150	NA	1766	1770	5	=
150	NA	1771	1771	1	D
150	NA	1772	1872	101	=
150	NA	1873	1872	0	I
150	NA	1873	1896	24	=
150	NA	1897	1896	0	I
150	NA	1897	1923	27	=
151	NA	1	0	0	S
151	NA	1	369	369	=
151	NA	370	369	0	I
151	NA	370	382	13	=
151	NA	383	383	1	D
151	NA	384	444	61	=
151	NA	445	444	0	I
151	NA	445	1200	756	=
151	NA	1201	1200	0	I
151	NA	1201	1213	13	=
151	NA	1214	1213	0	I
151	NA	1214	1323	110	=
151	NA	1324	1324	1	D
151	NA	1325	1608	284	=
151	NA	1609	1608	0	I
151	NA	1609	1770	162	=
151	NA	1771	1771	1	D
151	NA	1772	1889	118	=
151	NA	1890	1889	0	I
151	NA	1890	1923	34	=
152	NA	1	0	0	S
152	NA	1	102	102	=
152	NA	103	102	0	I
152	NA	103	338	236	=
152	NA	339	338	0	I
152	NA	339	599	261	=
152	NA	600	600	1	D
152	NA	601	805	205	=
152	NA	806	806	1	D
152	NA	807	1535	729	=
152	NA	1536	1536	1	D
152	NA	1537	1546	10	=
152	NA	1547	1546	0	I
152	NA	1547	1748	202	=
152	NA	1749	1748	0	I
152	NA	1749	1860	112	=
152	NA	1861	1861	1	D
152	NA	1862	1922	61	=
153	NA	1	1	1	X
153	NA	2	27	26	=
153	NA	28	28	1	D
153	NA	29	44	16	=
153	NA	45	44	0	I
153	NA	45	519	475	=
153	NA	520	520	1	D
153	NA	521	585	65	=
153	NA	586	585	0	I
153	NA	586	726	141	=
153	NA	727	726	0	I
153	NA	727	846	120	=
153	NA	847	847	1	X
153	NA	848	1080	233	=
153	NA	1081	1080	0	I
153	NA	1081	1270	190	=
153	NA	1271	1270	0	I
153	NA	1271	1381	111	=
153	NA	1382	1381	0	I
153	NA	1382	1531	150	=
153	NA	1532	1531	0	I
153	NA	1532	1548	17	=
153	NA	1549	1549	1	D
153	NA	1550	1666	117	=
153	NA	1667	1666	0	I
153	NA	1667	1763	97	=
153	NA	1764	1764	1	D
153	NA	1765	1870	106	=
153	NA	1871	1871	1	D
153	NA	1872	1882	11	=
153	NA	1883	1883	1	D
153	NA	1884	1923	40	=
154	NA	1	77	77	=
154	NA	78	78	1	D
154	NA	79	585	507	=
154	NA	586	586	1	D
154	NA	587	671	85	=
154	NA	672	671	0	I
154	NA	672	1200	529	=
154	NA	1201	1201	1	D
154	NA	1202	1923	722	=
155	NA	1	103	103	=
155	NA	104	103	0	I
155	NA	104	821	718	=
155	NA	822	821	0	I
155	NA	822	1228	407	=
155	NA	1229	1229	1	X
155	NA	1230	1292	63	=
155	NA	1293	1293	1	X
155	NA	1294	1360	67	=
155	NA	1361	1361	1	X
155	NA	1362	1412	51	=
155	NA	1413	1413	1	X
155	NA	1414	1923	510	=
156	NA	1	103	103	=
156	NA	104	103	0	I
156	NA	104	357	254	=
156	NA	358	358	1	D
156	NA	359	939	581	=
156	NA	940	945	6	D
156	NA	946	1923	978	=
157	NA	1	945	945	=
157	NA	946	947	2	D
157	NA	948	1923	976	=
158	NA	1	24	24	=
158	NA	25	25	1	D
158	NA	26	837	812	=
158	NA	838	837	0	I
158	NA	838	876	39	=
158	NA	877	877	1	D
158	NA	878	939	62	=
158	NA	940	945	6	D
158	NA	946	1166	221	=
158	NA	1167	1167	1	D
158	NA	1168	1922	755	=
159	NA	1	1923	1923	=
160	NA	1	102	102	=
160	NA	103	102	0	I
160	NA	103	1923	1821	=
161	NA	1	103	103	=
161	NA	104	103	0	I
161	NA	104	1694	1591	=
161	NA	1695	1694	0	I
161	NA	1695	1923	229	=
162	NA	1	102	102	=
162	NA	103	102	0	I
162	NA	103	393	291	=
162	NA	394	394	1	D
162	NA	395	566	172	=
162	NA	567	567	1	D
162	NA	568	585	18	=
162	NA	586	586	1	D
162	NA	587	599	13	=
162	NA	600	599	0	I
162	NA	600	1389	790	=
162	NA	1390	1390	1	D
162	NA	1391	1535	145	=
162	NA	1536	1536	1	D
162	NA	1537	1675	139	=
162	NA	1676	1675	0	I
162	NA	1676	1923	248	=
163	NA	1	103	103	=
163	NA	104	103	0	I
163	NA	104	1923	1820	=
164	NA	1	103	103	=
164	NA	104	105	2	D
164	NA	106	829	724	=
164	NA	830	829	0	I
164	NA	830	832	3	=
164	NA	833	833	1	X
164	NA	834	834	1	=
164	NA	835	836	2	X
164	NA	837	838	2	=
164	NA	839	838	0	I
164	NA	839	840	2	=
164	NA	841	843	3	X
164	NA	844	845	2	=
164	NA	846	846	1	X
164	NA	847	848	2	=
164	NA	849	850	2	X
164	NA	851	852	2	=
164	NA	853	852	0	I
164	NA	853	854	2	=
164	NA	855	854	0	I
164	NA	855	856	2	=
164	NA	857	859	3	X
164	NA	860	861	2	=
164	NA	862	861	0	I
164	NA	862	864	3	=
164	NA	865	866	2	X
164	NA	867	867	1	=
164	NA	868	870	3	X
164	NA	871	872	2	=
164	NA	873	872	0	I
164	NA	873	875	3	=
164	NA	876	875	0	I
164	NA	876	876	1	=
164	NA	877	877	1	X
164	NA	878	880	3	=
164	NA	881	881	1	X
164	NA	882	884	3	=
164	NA	885	884	0	I
164	NA	885	885	1	=
164	NA	886	886	1	X
164	NA	887	889	3	=
164	NA	890	889	0	I
164	NA	890	890	1	=
164	NA	891	892	2	X
164	NA	893	896	4	=
164	NA	897	896	0	I
164	NA	897	898	2	=
164	NA	899	899	1	X
164	NA	900	901	2	=
164	NA	902	901	0	I
164	NA	902	907	6	=
164	NA	908	909	2	X
164	NA	910	912	3	=
164	NA	913	912	0	I
164	NA	913	915	3	=
164	NA	916	915	0	I
164	NA	916	916	1	X
164	NA	917	918	2	=
164	NA	919	921	3	X
164	NA	922	922	1	=
164	NA	923	924	2	X
164	NA	925	926	2	=
164	NA	927	926	0	I
164	NA	927	929	3	=
164	NA	930	930	1	X
164	NA	931	931	1	=
164	NA	932	934	3	X
164	NA	935	936	2	=
164	NA	937	937	1	X
164	NA	938	939	2	=
164	NA	940	939	0	I
164	NA	940	942	3	=
164	NA	943	946	4	X
164	NA	947	948	2	=
164	NA	949	948	0	I
164	NA	949	949	1	X
164	NA	950	952	3	=
164	NA	953	953	1	X
164	NA	954	956	3	=
164	NA	957	956	0	I
164	NA	957	959	3	=
164	NA	960	960	1	X
165	NA	1	103	103	=
165	NA	104	103	0	I
165	NA	104	507	404	=
165	NA	508	507	0	I
165	NA	508	859	352	=
165	NA	860	860	1	D
165	NA	861	944	84	=
165	NA	945	964	20	D
165	NA	965	1200	236	=
165	NA	1201	1200	0	I
165	NA	1201	1923	723	=
166	NA	1	157	157	=
166	NA	158	158	1	D
166	NA	159	369	211	=
166	NA	370	370	1	D
166	NA	371	442	72	=
166	NA	443	442	0	I
166	NA	443	864	422	=
166	NA	865	865	1	D
166	NA	866	1535	670	=
166	NA	1536	1536	1	D
166	NA	1537	1849	313	=
166	NA	1850	1850	1	D
166	NA	1851	1923	73	=
167	NA	1	945	945	=
167	NA	946	945	0	I
167	NA	946	1923	978	=
168	NA	1	102	102	=
168	NA	103	103	1	X
168	NA	104	1923	1820	=
169	NA	1	606	606	=
169	NA	607	607	1	D
169	NA	608	740	133	=
169	NA	741	741	1	D
169	NA	742	1923	1182	=
170	NA	1	103	103	=
170	NA	104	162	59	D
170	NA	163	166	4	=
170	NA	167	166	0	I
170	NA	167	841	675	=
170	NA	842	842	1	X
170	NA	843	844	2	=
170	NA	845	845	1	X
170	NA	846	846	1	=
170	NA	847	854	8	D
170	NA	855	856	2	=
170	NA	857	858	2	X
170	NA	859	861	3	=
170	NA	862	870	9	D
170	NA	871	871	1	X
170	NA	872	878	7	=
170	NA	879	880	2	X
170	NA	881	881	1	=
170	NA	882	883	2	X
170	NA	884	884	1	=
170	NA	885	884	0	I
170	NA	885	886	2	=
170	NA	887	887	1	X
170	NA	888	889	2	=
170	NA	890	893	4	D
170	NA	894	895	2	=
170	NA	896	896	1	X
170	NA	897	899	3	=
170	NA	900	899	0	I
170	NA	900	904	5	=
170	NA	905	905	1	D
170	NA	906	907	2	=
170	NA	908	910	3	X
170	NA	911	911	1	=
170	NA	912	915	4	D
170	NA	916	918	3	=
170	NA	919	918	0	I
170	NA	919	919	1	X
170	NA	920	923	4	=
170	NA	924	923	0	I
170	NA	924	926	3	=
170	NA	927	926	0	I
170	NA	927	930	4	=
170	NA	931	931	1	X
170	NA	932	932	1	=
170	NA	933	944	12	D
170	NA	945	1922	978	=
171	NA	1	1	1	X
171	NA	2	56	55	=
171	NA	57	56	0	I
171	NA	57	249	193	=
171	NA	250	250	1	D
171	NA	251	278	28	=
171	NA	279	278	0	I
171	NA	279	718	440	=
171	NA	719	718	0	I
171	NA	719	870	152	=
171	NA	871	871	1	X
171	NA	872	876	5	=
171	NA	877	876	0	I
171	NA	877	962	86	=
171	NA	963	965	3	X
171	NA	966	967	2	=
171	NA	968	970	3	X
171	NA	971	1066	96	=
171	NA	1067	1069	3	X
171	NA	1070	1074	5	=
171	NA	1075	1075	1	D
171	NA	1076	1093	18	=
171	NA	1094	1094	1	X
171	NA	1095	1114	20	=
171	NA	1115	1115	1	X
171	NA	1116	1116	1	=
171	NA	1117	1117	1	X
171	NA	1118	1132	15	=
171	NA	1133	1132	0	I
171	NA	1133	1200	68	=
171	NA	1201	1200	0	I
171	NA	1201	1249	49	=
171	NA	1250	1250	1	D
171	NA	1251	1351	101	=
171	NA	1352	1351	0	I
171	NA	1352	1418	67	=
171	NA	1419	1419	1	D
171	NA	1420	1444	25	=
171	NA	1445	1445	1	D
171	NA	1446	1488	43	=
171	NA	1489	1488	0	I
171	NA	1489	1775	287	=
171	NA	1776	1775	0	I
171	NA	1776	1800	25	=
171	NA	1801	1800	0	I
171	NA	1801	1864	64	=
171	NA	1865	1865	1	D
171	NA	1866	1915	50	=
171	NA	1916	1916	1	D
171	NA	1917	1923	7	=
172	NA	1	555	555	=
172	NA	556	556	1	D
172	NA	557	880	324	=
172	NA	881	881	1	D
172	NA	882	939	58	=
172	NA	940	945	6	D
172	NA	946	1006	61	=
172	NA	1007	1006	0	I
172	NA	1007	1253	247	=
172	NA	1254	1253	0	I
172	NA	1254	1864	611	=
172	NA	1865	1865	1	D
172	NA	1866	1923	58	=
172	NA	1924	1923	0	S
173	NA	1	35	35	=
173	NA	36	35	0	I
173	NA	36	102	67	=
173	NA	103	102	0	I
173	NA	103	1923	1821	=
174	NA	1	21	21	=
174	NA	22	22	1	D
174	NA	23	61	39	=
174	NA	62	62	1	D
174	NA	63	77	15	=
174	NA	78	77	0	I
174	NA	78	123	46	=
174	NA	124	123	0	I
174	NA	124	194	71	=
174	NA	195	195	1	D
174	NA	196	211	16	=
174	NA	212	211	0	I
174	NA	212	393	182	=
174	NA	394	394	1	D
174	NA	395	455	61	=
174	NA	456	455	0	I
174	NA	456	773	318	=
174	NA	774	773	0	I
174	NA	774	802	29	=
174	NA	803	802	0	I
174	NA	803	1069	267	=
174	NA	1070	1070	1	D
174	NA	1071	1093	23	=
174	NA	1094	1093	0	I
174	NA	1094	1127	34	=
174	NA	1128	1128	1	D
174	NA	1129	1170	42	=
174	NA	1171	1171	1	D
174	NA	1172	1654	483	=
174	NA	1655	1654	0	I
174	NA	1655	1746	92	=
174	NA	1747	1747	1	D
174	NA	1748	1786	39	=
174	NA	1787	1787	1	D
174	NA	1788	1824	37	=
174	NA	1825	1825	1	D
174	NA	1826	1923	98	=
175	NA	1	103	103	=
175	NA	104	103	0	I
175	NA	104	944	841	=
175	NA	945	948	4	D
175	NA	949	1200	252	=
175	NA	1201	1200	0	I
175	NA	1201	1923	723	=
